rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/fps,train/learning_rate,train/n_updates,train/loss
0.01,1462,-0.10118858999999997,5044,300.0,1513200,1034,0.0001,14731,0.0007132788305170834
0.01,1463,-0.08501432999999996,5048,300.0,1514400,1035,0.0001,14743,0.001841211342252791
0.01,1463,-0.019432580000000012,5052,300.0,1515600,1035,0.0001,14755,0.0008369323331862688
0.01,1464,-0.04099292000000004,5056,300.0,1516800,1035,0.0001,14767,0.0010623231064528227
0.01,1465,0.05126717000000001,5060,300.0,1518000,1036,0.0001,14779,0.0006796727539040148
0.01,1465,-0.04406902000000001,5064,300.0,1519200,1036,0.0001,14791,0.0006542915944010019
0.01,1466,-0.016081240000000063,5068,300.0,1520400,1036,0.0001,14803,0.0012025751639157534
0.01,1467,-0.0013177400000000134,5072,300.0,1521600,1036,0.0001,14815,0.0007050231797620654
0.01,1468,0.14764588,5076,300.0,1522800,1037,0.0001,14827,0.003974126186221838
0.01,1468,0.37837697,5080,300.0,1524000,1037,0.0001,14839,0.0009028082713484764
0.01,1469,0.3355251700000001,5084,300.0,1525200,1037,0.0001,14851,0.0013392764376476407
0.01,1470,0.53254293,5088,300.0,1526400,1038,0.0001,14863,0.002134795766323805
0.01,1470,0.38776614000000004,5092,300.0,1527600,1038,0.0001,14875,0.0006123873754404485
0.01,1471,0.29119449000000003,5096,300.0,1528800,1038,0.0001,14887,0.0009335621725767851
0.01,1472,0.19873525999999994,5100,300.0,1530000,1039,0.0001,14899,0.005826740060001612
0.01,1472,0.06329314999999998,5104,300.0,1531200,1039,0.0001,14911,0.004756892565637827
0.01,1473,-0.08475084000000002,5108,300.0,1532400,1039,0.0001,14923,0.0006856041145510972
0.01,1474,-0.29228276000000003,5112,300.0,1533600,1040,0.0001,14935,0.0014291842235252261
0.01,1474,-0.22296204999999997,5116,300.0,1534800,1040,0.0001,14947,0.0021440053824335337
0.01,1475,-0.18443144000000003,5120,300.0,1536000,1040,0.0001,14959,0.001546370447613299
0.01,1476,-0.32846757000000004,5124,300.0,1537200,1041,0.0001,14971,0.0005712565034627914
0.01,1477,-0.29356464000000004,5128,300.0,1538400,1041,0.0001,14983,0.00048158690333366394
0.01,1477,-0.38541123000000005,5132,300.0,1539600,1041,0.0001,14995,0.0011655834969133139
0.01,1478,-0.27773864,5136,300.0,1540800,1041,0.0001,15007,0.0008998832199722528
0.01,1479,-0.21232197000000003,5140,300.0,1542000,1042,0.0001,15019,0.0005838808720000088
0.01,1480,-0.28819459000000003,5144,300.0,1543200,1042,0.0001,15031,0.0009440429275855422
0.01,1481,-0.35332115999999997,5148,300.0,1544400,1042,0.0001,15043,0.0006570765981450677
0.01,1481,-0.46107536999999993,5152,300.0,1545600,1043,0.0001,15055,0.0005003027617931366
0.01,1482,-0.5895336299999999,5156,300.0,1546800,1043,0.0001,15067,0.0008877294021658599
0.01,1483,-0.6479493299999999,5160,300.0,1548000,1043,0.0001,15079,0.0009249775903299451
0.01,1483,-0.57761785,5164,300.0,1549200,1043,0.0001,15091,0.002324531553313136
0.01,1484,-0.4716003799999999,5168,300.0,1550400,1044,0.0001,15103,0.001954123377799988
0.01,1485,-0.6253606599999998,5172,300.0,1551600,1044,0.0001,15115,0.0007096705376170576
0.01,1486,-0.5935024299999998,5176,300.0,1552800,1044,0.0001,15127,0.0006897824350744486
0.01,1486,-0.63859399,5180,300.0,1554000,1045,0.0001,15139,0.0008565580938011408
0.01,1487,-0.62563485,5184,300.0,1555200,1045,0.0001,15151,0.0022244174033403397
0.01,1488,-0.68207352,5188,300.0,1556400,1045,0.0001,15163,0.0006321122054941952
0.01,1489,-0.64230805,5192,300.0,1557600,1045,0.0001,15175,0.0008507085149176419
0.01,1490,-0.79753851,5196,300.0,1558800,1045,0.0001,15187,0.001097575994208455
0.01,1491,-0.8029487399999999,5200,300.0,1560000,1046,0.0001,15199,0.0008843948598951101
0.01,1491,-0.72450154,5204,300.0,1561200,1046,0.0001,15211,0.002753059146925807
0.01,1492,-0.6681097499999998,5208,300.0,1562400,1046,0.0001,15223,0.0007098744972608984
0.01,1493,-0.6686996999999999,5212,300.0,1563600,1047,0.0001,15235,0.0008910132455639541
0.01,1494,-0.6342331199999998,5216,300.0,1564800,1047,0.0001,15247,0.001346156233921647
0.01,1494,-0.7765044600000001,5220,300.0,1566000,1047,0.0001,15259,0.0005904367426410317
0.01,1495,-0.62644538,5224,300.0,1567200,1047,0.0001,15271,0.001146559021435678
0.01,1496,-0.6643209399999997,5228,300.0,1568400,1048,0.0001,15283,0.011056637391448021
0.01,1496,-0.6928404399999999,5232,300.0,1569600,1048,0.0001,15295,0.002273769583553076
0.01,1497,-0.7070238500000001,5236,300.0,1570800,1048,0.0001,15307,0.006766703445464373
0.01,1498,-0.68397869,5240,300.0,1572000,1049,0.0001,15319,0.0010016438318416476
0.01,1499,-0.7932244500000002,5244,300.0,1573200,1049,0.0001,15331,0.0005683684139512479
0.01,1499,-0.8481415099999999,5248,300.0,1574400,1049,0.0001,15343,0.0009919200092554092
0.01,1500,-0.79320607,5252,300.0,1575600,1050,0.0001,15355,0.0012535442365333438
0.01,1500,-0.6531758500000001,5256,300.0,1576800,1050,0.0001,15367,0.0006649413262493908
0.01,1501,-0.6206800099999998,5260,300.0,1578000,1050,0.0001,15379,0.0008290617261081934
0.01,1502,-0.63889244,5264,300.0,1579200,1051,0.0001,15391,0.0014865410048514605
0.01,1502,-0.5915334600000001,5268,300.0,1580400,1051,0.0001,15403,0.0008311542333103716
0.01,1503,-0.6113907500000001,5272,300.0,1581600,1051,0.0001,15415,0.0006295348284766078
0.01,1504,-0.6217256900000001,5276,300.0,1582800,1052,0.0001,15427,0.0005799453938379884
0.01,1504,-0.5719602,5280,300.0,1584000,1052,0.0001,15439,0.005944001488387585
0.01,1505,-0.45947514999999983,5284,300.0,1585200,1052,0.0001,15451,0.00048008133308030665
0.01,1506,-0.5572834799999998,5288,300.0,1586400,1053,0.0001,15463,0.0009662626544013619
0.01,1507,-0.45455974,5292,300.0,1587600,1053,0.0001,15475,0.0005648887599818408
0.01,1507,-0.31618271,5296,300.0,1588800,1053,0.0001,15487,0.0018426631577312946
0.01,1508,-0.4462671100000001,5300,300.0,1590000,1053,0.0001,15499,0.002117764437571168
0.01,1509,-0.4436952199999999,5304,300.0,1591200,1054,0.0001,15511,0.0018218623008579016
0.01,1510,-0.49333417999999996,5308,300.0,1592400,1054,0.0001,15523,0.0009986294899135828
0.01,1510,-0.44455544,5312,300.0,1593600,1054,0.0001,15535,0.003001636825501919
0.01,1511,-0.55935207,5316,300.0,1594800,1055,0.0001,15547,0.0011775929015129805
0.01,1512,-0.5127493399999999,5320,300.0,1596000,1055,0.0001,15559,0.0009083147160708904
0.01,1512,-0.6749538700000001,5324,300.0,1597200,1055,0.0001,15571,0.0008199352887459099
0.01,1513,-0.85722622,5328,300.0,1598400,1056,0.0001,15583,0.0006850757636129856
0.01,1514,-0.7475389700000001,5332,300.0,1599600,1056,0.0001,15595,0.0006260765949264169
0.01,1567,-0.81605269,5336,300.0,1600800,1021,0.0001,15607,0.0006933628465048969
0.01,1567,-0.8325060800000001,5340,300.0,1602000,1021,0.0001,15619,0.0007413153070956469
0.01,1568,-0.7170424099999999,5344,300.0,1603200,1022,0.0001,15631,0.000533955404534936
0.01,1569,-0.59735053,5348,300.0,1604400,1022,0.0001,15643,0.002107271458953619
0.01,1570,-0.6399626399999999,5352,300.0,1605600,1022,0.0001,15655,0.0021488445345312357
0.01,1571,-0.43177925999999983,5356,300.0,1606800,1022,0.0001,15667,0.000663372571580112
0.01,1571,-0.5387859699999998,5360,300.0,1608000,1023,0.0001,15679,0.0006471126107499003
0.01,1572,-0.54357382,5364,300.0,1609200,1023,0.0001,15691,0.0016636501532047987
