rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,time/fps,train/learning_rate,train/n_updates,train/loss
0.4556460699999998,38400,128,17,0.9282716981132075,300.0,2234,,,
0.76162084,39600,132,17,0.9260301886792451,300.0,2247,,,
1.12943421,40800,136,18,0.9237886792452831,300.0,2249,0.0001,7,0.040189601480960846
1.1650724099999998,42000,140,18,0.9215471698113207,300.0,2255,0.0001,19,0.03559562936425209
1.6082632000000001,43200,144,19,0.9193056603773587,300.0,2261,0.0001,31,0.03349502384662628
1.64721494,44400,148,19,0.9170641509433962,300.0,2265,0.0001,43,0.031292252242565155
1.7397306199999998,45600,152,20,0.9148226415094338,300.0,2269,0.0001,55,0.029726024717092514
1.7960889999999998,46800,156,20,0.9125811320754718,300.0,2274,0.0001,67,0.02756064012646675
1.77406453,48000,160,21,0.9103396226415094,300.0,2274,0.0001,79,0.028793781995773315
1.76697494,49200,164,21,0.9080981132075473,300.0,2279,0.0001,91,0.02724391780793667
1.6046300700000002,50400,168,22,0.9058566037735849,300.0,2283,0.0001,103,0.02532886527478695
1.94509339,51600,172,22,0.9036150943396225,300.0,2287,0.0001,115,0.023575833067297935
