rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,train/loss,train/n_updates,train/learning_rate
0.6355096000000001,0.01,929,1354800,300.0,1458,4516,0.0041734278202056885,13147,0.0001
1.0963480900000002,0.01,929,1356000,300.0,1458,4520,0.005816076882183552,13159,0.0001
1.24023003,0.01,929,1357200,300.0,1459,4524,0.007966965436935425,13171,0.0001
0.7791147299999999,0.01,930,1358400,300.0,1460,4528,0.005287715699523687,13183,0.0001
0.53846632,0.01,930,1359600,300.0,1461,4532,0.006663640961050987,13195,0.0001
0.4697601600000003,0.01,930,1360800,300.0,1462,4536,0.005699357017874718,13207,0.0001
0.7653197600000001,0.01,930,1362000,300.0,1463,4540,0.005173591431230307,13219,0.0001
0.5760774700000002,0.01,930,1363200,300.0,1464,4544,0.004536091815680265,13231,0.0001
0.2638554200000003,0.01,931,1364400,300.0,1465,4548,0.006049920804798603,13243,0.0001
0.29430057000000004,0.01,931,1365600,300.0,1465,4552,0.004868786782026291,13255,0.0001
0.7259850800000001,0.01,931,1366800,300.0,1466,4556,0.008981464430689812,13267,0.0001
0.8148339100000003,0.01,932,1368000,300.0,1467,4560,0.0058167786337435246,13279,0.0001
1.22676227,0.01,932,1369200,300.0,1468,4564,0.006243427749723196,13291,0.0001
0.6341691599999998,0.01,932,1370400,300.0,1468,4568,0.004389463923871517,13303,0.0001
0.4352136399999998,0.01,933,1371600,300.0,1469,4572,0.006544746458530426,13315,0.0001
0.52642178,0.01,933,1372800,300.0,1470,4576,0.007689930498600006,13327,0.0001
0.2878452999999998,0.01,933,1374000,300.0,1471,4580,0.005004825536161661,13339,0.0001
-0.09043380000000006,0.01,934,1375200,300.0,1471,4584,0.007055849302560091,13351,0.0001
-0.7522435500000002,0.01,934,1376400,300.0,1472,4588,0.00500663323327899,13363,0.0001
-0.7616782799999998,0.01,934,1377600,300.0,1473,4592,0.00572968041524291,13375,0.0001
-0.5422133899999999,0.01,935,1378800,300.0,1474,4596,0.006109536159783602,13387,0.0001
0.12842964999999995,0.01,935,1380000,300.0,1474,4600,0.008259289897978306,13399,0.0001
-0.3667045499999999,0.01,936,1381200,300.0,1475,4604,0.007529289927333593,13411,0.0001
-0.4923052899999999,0.01,936,1382400,300.0,1476,4608,0.006039923056960106,13423,0.0001
-0.24498917000000003,0.01,936,1383600,300.0,1477,4612,0.011019928380846977,13435,0.0001
