time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss
579,1656832,809,2858,-1.55005825,300.0,-0.6102700006216765,0.169916570186615,0.4599345922470093,0.052810572,0.3815102385357022,0.0003,8080,0.2,0.253759765625,-0.042863681502058174
579,1658880,810,2860,-1.5427266600000002,300.0,-0.6000262632966041,0.06770052760839462,0.6065678596496582,0.059042443,0.2885690240189433,0.0003,8090,0.2,0.248486328125,-0.04292211890715407
579,1660928,811,2863,-1.7261030300000002,300.0,-0.5991919494234026,0.06766115128993988,0.17518353462219238,0.052293535,0.2739360652398318,0.0003,8100,0.2,0.241943359375,-0.043564304974279364
580,1662976,812,2866,-1.4407502500000005,300.0,-0.6199518729932606,0.09255868941545486,0.12766247987747192,0.04612933,0.4757660553790629,0.0003,8110,0.2,0.23779296875,-0.04281830522813834
580,1665024,813,2869,-0.8956072499999999,300.0,-0.6040397946722805,0.04858623445034027,0.28517061471939087,0.0547723,0.28118659192696216,0.0003,8120,0.2,0.241552734375,-0.044166733536985706
580,1667072,814,2872,-1.0161588400000001,300.0,-0.6137952187098563,0.18353235721588135,0.12515658140182495,0.052206814,0.4621895339805633,0.0003,8130,0.2,0.245263671875,-0.04470295067731058
580,1669120,815,2874,-0.8981218600000002,300.0,-0.6020418771542608,0.3059605360031128,-0.016981124877929688,0.047251448,0.682566596660763,0.0003,8140,0.2,0.2392578125,-0.04211817706236616
580,1671168,816,2877,-0.62597541,300.0,-0.6105481188744306,0.15081357955932617,0.10902082920074463,0.061897315,0.42700942656956614,0.0003,8150,0.2,0.25107421875,-0.04370817032177001
581,1673216,817,2879,-0.60284334,300.0,-0.5871242010965944,0.08786386251449585,0.04131883382797241,0.052196305,0.4645309763494879,0.0003,8160,0.2,0.2328125,-0.0392444506258471
581,1675264,818,2882,-0.6224769099999999,300.0,-0.5884704765863716,0.02253887802362442,0.27368491888046265,0.051337846,0.2532299524638802,0.0003,8170,0.2,0.2501953125,-0.04642003590124659
581,1677312,819,2885,-0.43364952999999995,300.0,-0.5794786636717617,0.08995884656906128,0.10291188955307007,0.053977765,0.4173238026443869,0.0003,8180,0.2,0.23037109375,-0.04231333934876602
581,1679360,820,2887,-0.39933059,300.0,-0.5754844770766795,0.07906943559646606,-0.0013077259063720703,0.05751425,0.3714253531768918,0.0003,8190,0.2,0.248486328125,-0.046821045712567864
581,1681408,821,2889,-0.2678960000000002,300.0,-0.5887455232441425,0.11938659101724625,-0.04903566837310791,0.052029938,0.6573679381981492,0.0003,8200,0.2,0.2375,-0.04246335286588874
582,1683456,822,2892,-0.50406477,300.0,-0.5778555227443576,0.011720821261405945,-0.01587367057800293,0.05638151,0.1678746632533148,0.0003,8210,0.2,0.239453125,-0.04050121019245125
582,1685504,823,2894,-0.6614472700000004,300.0,-0.5803781337104738,0.017862431704998016,-0.13381743431091309,0.052321192,0.24725613556802273,0.0003,8220,0.2,0.23466796875,-0.04035446370689897
582,1687552,824,2897,-0.15196957000000008,300.0,-0.6039483267813921,0.020717203617095947,-0.1859797239303589,0.075845905,0.2239181739743799,0.0003,8230,0.2,0.2525390625,-0.04603455532778753
582,1689600,825,2899,0.29611475000000015,300.0,-0.6005374504253268,0.0022664517164230347,-0.06906211376190186,0.053742908,0.235349004692398,0.0003,8240,0.2,0.24775390625,-0.042439325033046774
